"ID";"RegioS";"Perioden";"PrijsindexBestaandeKoopwoningen_1";"OntwikkelingTOVVoorgaandePeriode_2";"OntwikkelingTOVEenJaarEerder_3";"AantalVerkochteWoningen_4";"OntwikkelingTOVVoorgaandePeriode_5";"OntwikkelingTOVEenJaarEerder_6";"GemiddeldeVerkoopprijs_7";"TotaleWaardeVerkoopprijzen_8"
"1720";"PV29  ";"2017KW01";"    93.6";"    -0.7";"     1.9";"    1355";"    -8.8";"    28.6";"  211153";"     286"
"1721";"PV29  ";"2017KW02";"    95.2";"     1.8";"     3.0";"    1434";"     5.8";"    23.3";"  212856";"     305"
"1722";"PV29  ";"2017KW03";"    96.0";"     0.8";"     2.7";"    1478";"     3.1";"     5.3";"  210351";"     311"
"1723";"PV29  ";"2017KW04";"    97.7";"     1.9";"     3.7";"    1730";"    17.1";"    16.5";"  218948";"     379"
"1724";"PV29  ";"2017JJ00";"    95.6";"     2.8";"     2.8";"    5997";"    17.5";"    17.5";"  213611";"    1281"
"1725";"PV30  ";"1995KW01";"    35.3";"";"";"    4722";"";"";"   95617";"     452"
"1726";"PV30  ";"1995KW02";"    35.5";"     0.8";"";"    5753";"    21.8";"";"   97759";"     562"
"1727";"PV30  ";"1995KW03";"    36.9";"     3.8";"";"    6013";"     4.5";"";"  102627";"     617"
"1728";"PV30  ";"1995KW04";"    37.2";"     1.0";"";"    7014";"    16.6";"";"  102942";"     722"
"1729";"PV30  ";"1995JJ00";"    36.2";"";"";"   23502";"";"";"  100121";"    2353"
"1730";"PV30  ";"1996KW01";"    38.8";"     4.2";"    10.0";"    5098";"   -27.3";"     8.0";"  106053";"     541"
"1731";"PV30  ";"1996KW02";"    39.8";"     2.7";"    12.1";"    6591";"    29.3";"    14.6";"  106861";"     704"
"1732";"PV30  ";"1996KW03";"    41.5";"     4.1";"    12.5";"    6822";"     3.5";"    13.5";"  113968";"     777"
"1733";"PV30  ";"1996KW04";"    42.6";"     2.7";"    14.5";"    7424";"     8.8";"     5.8";"  115821";"     860"
"1734";"PV30  ";"1996JJ00";"    40.7";"    12.3";"    12.3";"   25935";"    10.4";"    10.4";"  111137";"    2882"
"1735";"PV30  ";"1997KW01";"    44.4";"     4.2";"    14.4";"    4948";"   -33.4";"    -2.9";"  119204";"     590"
"1736";"PV30  ";"1997KW02";"    45.2";"     1.7";"    13.4";"    7007";"    41.6";"     6.3";"  120374";"     843"
"1737";"PV30  ";"1997KW03";"    46.5";"     2.9";"    12.0";"    7668";"     9.4";"    12.4";"  123672";"     948"
"1738";"PV30  ";"1997KW04";"    47.8";"     2.8";"    12.1";"    7883";"     2.8";"     6.2";"  127789";"    1007"
"1739";"PV30  ";"1997JJ00";"    46.0";"    13.0";"    13.0";"   27506";"     6.1";"     6.1";"  123208";"    3389"
"1740";"PV30  ";"1998KW01";"    49.4";"     3.3";"    11.2";"    5359";"   -32.0";"     8.3";"  130909";"     702"
"1741";"PV30  ";"1998KW02";"    50.0";"     1.4";"    10.8";"    6844";"    27.7";"    -2.3";"  131885";"     903"
"1742";"PV30  ";"1998KW03";"    51.5";"     3.0";"    10.8";"    7790";"    13.8";"     1.6";"  137992";"    1075"
"1743";"PV30  ";"1998KW04";"    53.3";"     3.4";"    11.6";"    8344";"     7.1";"     5.8";"  139871";"    1167"
"1744";"PV30  ";"1998JJ00";"    51.1";"    11.1";"    11.1";"   28337";"     3.0";"     3.0";"  135731";"    3846"
"1745";"PV30  ";"1999KW01";"    55.0";"     3.1";"    11.3";"    6142";"   -26.4";"    14.6";"  143004";"     878"
"1746";"PV30  ";"1999KW02";"    57.4";"     4.4";"    14.7";"    7342";"    19.5";"     7.3";"  152063";"    1116"
"1747";"PV30  ";"1999KW03";"    60.4";"     5.2";"    17.1";"    8098";"    10.3";"     4.0";"  160993";"    1304"
"1748";"PV30  ";"1999KW04";"    62.7";"     3.9";"    17.7";"    8358";"     3.2";"     0.2";"  167446";"    1400"
"1749";"PV30  ";"1999JJ00";"    58.8";"    15.3";"    15.3";"   29940";"     5.7";"     5.7";"  156914";"    4698"
"1750";"PV30  ";"2000KW01";"    66.2";"     5.5";"    20.4";"    5877";"   -29.7";"    -4.3";"  173061";"    1017"
"1751";"PV30  ";"2000KW02";"    68.6";"     3.7";"    19.5";"    7053";"    20.0";"    -3.9";"  179553";"    1266"
"1752";"PV30  ";"2000KW03";"    71.6";"     4.4";"    18.6";"    6878";"    -2.5";"   -15.1";"  190736";"    1312"
"1753";"PV30  ";"2000KW04";"    73.3";"     2.4";"    16.9";"    8194";"    19.1";"    -2.0";"  196137";"    1607"
"1754";"PV30  ";"2000JJ00";"    69.9";"    18.8";"    18.8";"   28002";"    -6.5";"    -6.5";"  185790";"    5202"
"1755";"PV30  ";"2001KW01";"    75.5";"     3.0";"    14.1";"    5531";"   -32.5";"    -5.9";"  198156";"    1096"
"1756";"PV30  ";"2001KW02";"    77.2";"     2.3";"    12.6";"    7084";"    28.1";"     0.4";"  202800";"    1437"
"1757";"PV30  ";"2001KW03";"    80.1";"     3.8";"    12.0";"    7231";"     2.1";"     5.1";"  212480";"    1536"
"1758";"PV30  ";"2001KW04";"    80.9";"     1.0";"    10.4";"    8541";"    18.1";"     4.2";"  215349";"    1839"
"1759";"PV30  ";"2001JJ00";"    78.4";"    12.2";"    12.2";"   28387";"     1.4";"     1.4";"  208137";"    5908"
"1760";"PV30  ";"2002KW01";"    82.6";"     2.0";"     9.4";"    6488";"   -24.0";"    17.3";"  216329";"    1404"
"1761";"PV30  ";"2002KW02";"    83.5";"     1.1";"     8.1";"    6955";"     7.2";"    -1.8";"  220434";"    1533"
"1762";"PV30  ";"2002KW03";"    85.0";"     1.9";"     6.1";"    7311";"     5.1";"     1.1";"  226678";"    1657"
"1763";"PV30  ";"2002KW04";"    85.7";"     0.8";"     5.9";"    7499";"     2.6";"   -12.2";"  225110";"    1688"
"1764";"PV30  ";"2002JJ00";"    84.2";"     7.3";"     7.3";"   28253";"    -0.5";"    -0.5";"  222348";"    6282"
"1765";"PV30  ";"2003KW01";"    86.0";"     0.4";"     4.2";"    5572";"   -25.7";"   -14.1";"  224748";"    1252"
"1766";"PV30  ";"2003KW02";"    87.5";"     1.7";"     4.8";"    6624";"    18.9";"    -4.8";"  226270";"    1499"
"1767";"PV30  ";"2003KW03";"    88.0";"     0.6";"     3.5";"    7157";"     8.0";"    -2.1";"  231292";"    1655"
"1768";"PV30  ";"2003KW04";"    89.0";"     1.2";"     3.9";"    8057";"    12.6";"     7.4";"  230725";"    1859"
"1769";"PV30  ";"2003JJ00";"    87.6";"     4.1";"     4.1";"   27410";"    -3.0";"    -3.0";"  228582";"    6265"
"1770";"PV30  ";"2004KW01";"    90.0";"     1.1";"     4.6";"    5394";"   -33.1";"    -3.2";"  230423";"    1243"
"1771";"PV30  ";"2004KW02";"    90.8";"     0.9";"     3.8";"    6755";"    25.2";"     2.0";"  231964";"    1567"
"1772";"PV30  ";"2004KW03";"    92.0";"     1.3";"     4.5";"    7253";"     7.4";"     1.3";"  239548";"    1737"
"1773";"PV30  ";"2004KW04";"    92.2";"     0.2";"     3.6";"    7465";"     2.9";"    -7.3";"  236220";"    1763"
"1774";"PV30  ";"2004JJ00";"    91.2";"     4.1";"     4.1";"   26867";"    -2.0";"    -2.0";"  234885";"    6311"
"1775";"PV30  ";"2005KW01";"    93.1";"     0.9";"     3.4";"    5840";"   -21.8";"     8.3";"  236624";"    1382"
"1776";"PV30  ";"2005KW02";"    94.4";"     1.4";"     4.0";"    7205";"    23.4";"     6.7";"  242909";"    1750"
"1777";"PV30  ";"2005KW03";"    95.5";"     1.2";"     3.9";"    7887";"     9.5";"     8.7";"  247799";"    1954"
"1778";"PV30  ";"2005KW04";"    96.1";"     0.6";"     4.2";"    8739";"    10.8";"    17.1";"  246614";"    2155"
"1779";"PV30  ";"2005JJ00";"    94.8";"     3.9";"     3.9";"   29671";"    10.4";"    10.4";"  244063";"    7242"
"1780";"PV30  ";"2006KW01";"    97.4";"     1.3";"     4.7";"    6950";"   -20.5";"    19.0";"  251679";"    1749"
"1781";"PV30  ";"2006KW02";"    98.8";"     1.4";"     4.6";"    7974";"    14.7";"    10.7";"  257121";"    2050"
"1782";"PV30  ";"2006KW03";"    99.6";"     0.9";"     4.3";"    7730";"    -3.1";"    -2.0";"  262388";"    2028"
"1783";"PV30  ";"2006KW04";"   100.4";"     0.8";"     4.5";"    7904";"     2.3";"    -9.6";"  262826";"    2077"
"1784";"PV30  ";"2006JJ00";"    99.1";"     4.5";"     4.5";"   30558";"     3.0";"     3.0";"  258691";"    7905"
"1785";"PV30  ";"2007KW01";"   101.5";"     1.1";"     4.2";"    6727";"   -14.9";"    -3.2";"  268167";"    1804"
"1786";"PV30  ";"2007KW02";"   102.5";"     1.0";"     3.8";"    7433";"    10.5";"    -6.8";"  270677";"    2012"
"1787";"PV30  ";"2007KW03";"   103.8";"     1.2";"     4.2";"    7296";"    -1.8";"    -5.6";"  274051";"    1999"
"1788";"PV30  ";"2007KW04";"   104.1";"     0.3";"     3.7";"    7838";"     7.4";"    -0.8";"  272370";"    2135"
"1789";"PV30  ";"2007JJ00";"   103.0";"     4.0";"     4.0";"   29294";"    -4.1";"    -4.1";"  271394";"    7950"
"1790";"PV30  ";"2008KW01";"   106.1";"     2.0";"     4.6";"    5764";"   -26.5";"   -14.3";"  277007";"    1597"
"1791";"PV30  ";"2008KW02";"   105.5";"    -0.7";"     2.9";"    7011";"    21.6";"    -5.7";"  275124";"    1929"
"1792";"PV30  ";"2008KW03";"   106.7";"     1.2";"     2.8";"    6963";"    -0.7";"    -4.6";"  282436";"    1967"
"1793";"PV30  ";"2008KW04";"   105.7";"    -1.0";"     1.5";"    6285";"    -9.7";"   -19.8";"  276814";"    1740"
"1794";"PV30  ";"2008JJ00";"   106.0";"     2.9";"     2.9";"   26023";"   -11.2";"   -11.2";"  277906";"    7232"
"1795";"PV30  ";"2009KW01";"   105.5";"    -0.2";"    -0.6";"    3796";"   -39.6";"   -34.1";"  276096";"    1048"
"1796";"PV30  ";"2009KW02";"   103.2";"    -2.2";"    -2.2";"    4110";"     8.3";"   -41.4";"  258793";"    1064"
"1797";"PV30  ";"2009KW03";"   101.3";"    -1.8";"    -5.0";"    4451";"     8.3";"   -36.1";"  251972";"    1122"
"1798";"PV30  ";"2009KW04";"    99.8";"    -1.6";"    -5.6";"    4830";"     8.5";"   -23.2";"  252080";"    1218"
"1799";"PV30  ";"2009JJ00";"   102.4";"    -3.4";"    -3.4";"   17187";"   -34.0";"   -34.0";"  258962";"    4451"
"1800";"PV30  ";"2010KW01";"   100.9";"     1.2";"    -4.4";"    3778";"   -21.8";"    -0.5";"  253821";"     959"
"1801";"PV30  ";"2010KW02";"   100.4";"    -0.5";"    -2.7";"    4524";"    19.7";"    10.1";"  254201";"    1150"
"1802";"PV30  ";"2010KW03";"    99.8";"    -0.6";"    -1.5";"    4429";"    -2.1";"    -0.5";"  259967";"    1151"
"1803";"PV30  ";"2010KW04";"    98.9";"    -1.0";"    -0.9";"    4599";"     3.8";"    -4.8";"  251749";"    1158"
"1804";"PV30  ";"2010JJ00";"   100.0";"    -2.4";"    -2.4";"   17330";"     0.8";"     0.8";"  254941";"    4418"
"1805";"PV30  ";"2011KW01";"    97.5";"    -1.4";"    -3.4";"    4028";"   -12.4";"     6.6";"  250054";"    1007"
"1806";"PV30  ";"2011KW02";"    97.9";"     0.4";"    -2.6";"    3954";"    -1.8";"   -12.6";"  259616";"    1027"
"1807";"PV30  ";"2011KW03";"    96.8";"    -1.1";"    -3.1";"    4267";"     7.9";"    -3.7";"  257239";"    1098"
"1808";"PV30  ";"2011KW04";"    95.1";"    -1.7";"    -3.8";"    4448";"     4.2";"    -3.3";"  244034";"    1085"
"1809";"PV30  ";"2011JJ00";"    96.8";"    -3.2";"    -3.2";"   16697";"    -3.7";"    -3.7";"  252551";"    4217"
"1810";"PV30  ";"2012KW01";"    93.2";"    -2.0";"    -4.4";"    3391";"   -23.8";"   -15.8";"  245685";"     833"
"1811";"PV30  ";"2012KW02";"    91.7";"    -1.6";"    -6.3";"    4959";"    46.2";"    25.4";"  248767";"    1234"
"1812";"PV30  ";"2012KW03";"    87.7";"    -4.4";"    -9.4";"    3034";"   -38.8";"   -28.9";"  230293";"     699"
"1813";"PV30  ";"2012KW04";"    86.9";"    -0.9";"    -8.6";"    5199";"    71.4";"    16.9";"  233999";"    1217"
"1814";"PV30  ";"2012JJ00";"    89.9";"    -7.2";"    -7.2";"   16583";"    -0.7";"    -0.7";"  240127";"    3982"
"1815";"PV30  ";"2013KW01";"    84.6";"    -2.7";"    -9.2";"    3220";"   -38.1";"    -5.0";"  223808";"     721"
"1816";"PV30  ";"2013KW02";"    83.1";"    -1.7";"    -9.4";"    3182";"    -1.2";"   -35.8";"  220912";"     703"
"1817";"PV30  ";"2013KW03";"    83.0";"    -0.1";"    -5.3";"    4046";"    27.2";"    33.4";"  219660";"     889"
"1818";"PV30  ";"2013KW04";"    82.7";"    -0.3";"    -4.8";"    5235";"    29.4";"     0.7";"  220480";"    1154"
"1819";"PV30  ";"2013JJ00";"    83.4";"    -7.3";"    -7.3";"   15683";"    -5.4";"    -5.4";"  221039";"    3467"
"1820";"PV30  ";"2014KW01";"    82.9";"     0.2";"    -2.0";"    4279";"   -18.3";"    32.9";"  222180";"     951"
"1821";"PV30  ";"2014KW02";"    83.5";"     0.8";"     0.5";"    4929";"    15.2";"    54.9";"  226823";"    1118"
"1822";"PV30  ";"2014KW03";"    84.3";"     0.9";"     1.6";"    5513";"    11.8";"    36.3";"  230338";"    1270"
